,,HDI,balanced accuracy,F1,precision,recall
7,NGAr124,0.634,0.5093978628979767,0.037270893051864526,0.9462864721485412,0.01900981130064676
7,NGAr125,0.414,0.5093396109810756,0.03680036682793771,0.9243945658594211,0.01877387971521284
7,NGAr126,0.33899999999999997,0.520635677513675,0.07921824953748602,0.9497752589407856,0.041332857069959685
7,NGAr127,0.5579999999999999,0.5147182509025251,0.05719688442663545,0.9595166163141994,0.029477005893544943
7,NGAr128,0.609,0.5555873994166987,0.2000337451491348,0.9738066989139365,0.11146513449986943
7,NGAr129,0.501,0.5052823124099607,0.020942357778969696,0.9205607476635514,0.010591656687602336
7,NGAr130,0.365,0.5155184171666356,0.060159079876022266,0.936627906976744,0.031077587869902387
7,NGAr131,0.642,0.525818751829753,0.09810719266786214,0.96700706991359,0.05167492234069348
7,NGAr132,0.5670000000000001,0.5034420446683043,0.013934527165846798,0.93235039028621,0.007019720517173828
7,NGAr133,0.611,0.5375425767080861,0.13968429562183549,0.9835230677052128,0.07518091050654943
7,NGAr134,0.41,0.5288584276445732,0.10906489074797733,0.960449786739046,0.0578150711309767
7,NGAr135,0.574,0.5235020299567696,0.0897547971645447,0.9641130531796208,0.04706832850697628
7,NGAr136,0.415,0.5219203838483154,0.08386331788293629,0.91171875,0.0439531467741328
7,NGAr137,0.64,0.5683173377440157,0.23913390975804702,0.9113867966326984,0.1376218910465486
8,NGAr101,0.604,0.5019744093333389,0.007903221578547276,0.9804878048780488,0.0039676012133095595
8,NGAr102,0.6559999999999999,0.5025592552189064,0.010238011900595029,0.9845722300140252,0.0051457598791992566
8,NGAr103,0.426,0.50228699889779,0.009118071826255791,0.9736263736263736,0.004580484173375979
8,NGAr104,0.622,0.5128495028625143,0.05012858854179755,0.9864820309924168,0.02571772391266976
8,NGAr105,0.598,0.5002955026768839,0.0011861238908971409,0.9665271966527196,0.0005934260722130168
8,NGAr106,0.509,0.5017302114279393,0.006898729865802984,0.9840989399293286,0.0034614978280188675
8,NGAr107,0.609,0.5011858042519388,0.004732762137902897,0.9950980392156864,0.002372021827274745
8,NGAr108,0.48200000000000004,0.5049485682207873,0.019628963175102,0.9532307692307692,0.00991658290813877
8,NGAr109,0.643,0.5046583547932408,0.01862628272614737,0.976349302607641,0.009402832530296392
8,NGAr110,0.514,0.5051834380579256,0.02057432389206157,0.9316338354577056,0.010402021752818293
8,NGAr111,0.483,0.5024828365729793,0.009961146112289284,0.9353197674418604,0.0050072365656659975
8,NGAr112,0.45399999999999996,0.5056108339449451,0.022278974739970283,0.9478467009087316,0.011271960118216972
8,NGAr113,0.5670000000000001,0.5039878271273897,0.015843463005066328,0.9424920127795527,0.007988878758609484
8,NGAr114,0.6729999999999999,0.5445276581163645,0.1657320185249362,0.9480940794809408,0.09080238549371264
8,NGAr115,0.48200000000000004,0.5060932707271484,0.024087582252032957,0.9809428284854564,0.012193500124677915
8,NGAr116,0.662,0.5122682977850402,0.048032058580581787,0.9641496751064308,0.02462952681315788
8,NGAr117,0.606,0.5084600100202145,0.03330420089727903,0.97676008202324,0.01694091426403642
8,NGAr118,0.626,0.5057048945378038,0.022577132486388388,0.9841772151898734,0.011419549093045458
8,NGAr119,0.562,0.5033706404490071,0.01342585007505546,0.9637635092180546,0.006760010701863908
8,NGAr120,0.642,0.5045309789368118,0.018003887202918813,0.972972972972973,0.009086007319283674
8,NGAr121,0.33899999999999997,0.5082154643270048,0.03234784969960286,0.9650632911392404,0.016449611198853874
8,NGAr122,0.64,0.5062003855276396,0.02471740494529978,0.9624645892351276,0.012519460898563808
8,NGAr123,0.655,0.5086645409319046,0.034113802211577206,0.9684799186578548,0.017362693450482147
8,NGAr124,0.634,0.503116153860931,0.01250620347394541,0.9526209677419356,0.006294418948532303
8,NGAr125,0.414,0.5024908314220748,0.00995161415420229,0.9370786516853932,0.005002369227631792
8,NGAr126,0.33899999999999997,0.5066775174104766,0.026372741456540342,0.9632352941176472,0.013369393274480787
8,NGAr127,0.5579999999999999,0.5042026643634595,0.01668905367361584,0.9557428872497366,0.008418024038238433
8,NGAr128,0.609,0.519634679130436,0.07566232148954546,0.978695765133801,0.039352311308435625
8,NGAr129,0.501,0.5014382590824941,0.005749506663093526,0.921875,0.002883745937095237
8,NGAr130,0.365,0.5051750178790168,0.02049637878224029,0.9563668744434549,0.01035919595663413
8,NGAr131,0.642,0.5081589306994624,0.032116908850726565,0.9676616915422884,0.016329443371673243
8,NGAr132,0.5670000000000001,0.5009292446740622,0.0037926427943045203,0.923809523809524,0.00190022201906752
8,NGAr133,0.611,0.5126876393265984,0.049521087767085664,0.9892952720785012,0.025396171109279102
8,NGAr134,0.41,0.5112294878483863,0.04395729732195811,0.9688285570638512,0.022488825609485685
8,NGAr135,0.574,0.5088287347449496,0.03471918828071364,0.9744744744744744,0.017674452382465344
8,NGAr136,0.415,0.5074130623207702,0.02924632335906441,0.9244288224956064,0.014858197431358518
8,NGAr137,0.64,0.5255443554590661,0.09737388465378703,0.92809667673716,0.05138240754679111
