,,HDI,balanced accuracy,F1,precision,recall
4,NGAr128,0.609,0.6814011482387063,0.5260709177143718,0.9416251179086376,0.36499347088012535
4,NGAr129,0.501,0.5345954761069988,0.12871367792160768,0.8699296420923829,0.06949827708399521
4,NGAr130,0.365,0.5689882015302937,0.2388981872382237,0.8737893646829507,0.1383637486014121
4,NGAr131,0.642,0.6103115371273422,0.3566348303190409,0.9230364656381488,0.22101418856519184
4,NGAr132,0.5670000000000001,0.5217476563552261,0.08667472193822226,0.8482716798059429,0.04567062818336163
4,NGAr133,0.611,0.640032455104611,0.4340126195231446,0.9509720393462938,0.28116698726756434
4,NGAr134,0.41,0.601801434441896,0.3329282418396218,0.892764397372575,0.20461680301562665
4,NGAr135,0.574,0.5832233964931363,0.2824401700873463,0.9141451781189448,0.16702221334616327
4,NGAr136,0.415,0.5894270624634969,0.2957038780455704,0.8317870987412344,0.17981431961131408
4,NGAr137,0.64,0.7019779857729354,0.5506158410500764,0.8390588074117203,0.4097546289327112
5,NGAr101,0.604,0.5362247552917614,0.13634587677956586,0.944514928529138,0.07347628979938282
5,NGAr102,0.6559999999999999,0.5396233989959286,0.1486667297374005,0.951639415174323,0.08063156505867779
5,NGAr103,0.426,0.5246335187542209,0.09393031440945193,0.9220395581813512,0.04948577258189037
5,NGAr104,0.622,0.6015777360460175,0.3359762843607273,0.9603876094712942,0.20360151280728894
5,NGAr105,0.598,0.5080640241014357,0.03207384807948056,0.9068207762557078,0.016325639345946847
5,NGAr106,0.509,0.5282076967720466,0.1064828910696302,0.9208101265822785,0.056508796678950736
5,NGAr107,0.609,0.5257888424851347,0.097990367048663,0.9347275031685678,0.05170540189995443
5,NGAr108,0.48200000000000004,0.5452708399681219,0.16533122146650514,0.9143961352657004,0.09088173722655776
5,NGAr109,0.643,0.5643130704744861,0.2305682862113739,0.9508550626481544,0.13118995473791795
5,NGAr110,0.514,0.558753924294404,0.2085231637472714,0.8822242244819153,0.11823458887863444
5,NGAr111,0.483,0.5351820635387555,0.13237065509343324,0.8729902774484231,0.07161476570646001
5,NGAr112,0.45399999999999996,0.5521058640339039,0.1882740564233813,0.8916487540800891,0.10524881477618182
5,NGAr113,0.5670000000000001,0.561554212047397,0.21766443466006352,0.9224591712781752,0.1233898121485119
5,NGAr114,0.6729999999999999,0.7446091924664295,0.6508261490277671,0.9068171655024596,0.5075474466414078
5,NGAr115,0.48200000000000004,0.5432415986580696,0.1585669971412931,0.9295774647887324,0.08667608677582911
5,NGAr116,0.662,0.6250284241460422,0.3979399390686203,0.9568535112390172,0.2512062916048973
5,NGAr117,0.606,0.5791789703388619,0.272256844545205,0.9556776818214259,0.15873956752655538
5,NGAr118,0.626,0.5596155426370819,0.21247708617772967,0.9556686402113812,0.11952583780078825
5,NGAr119,0.562,0.5355560083762954,0.13280988214074438,0.9188848817906003,0.07157763310443235
5,NGAr120,0.642,0.5551705769761712,0.19855088801664328,0.9305475504322768,0.11113150618926887
5,NGAr121,0.33899999999999997,0.5719092481469579,0.2490020257387988,0.9083845025267621,0.1442750002157609
5,NGAr122,0.64,0.5602925152486664,0.2168615825650715,0.9351689260377888,0.12265202531528957
5,NGAr123,0.655,0.5847866190593833,0.288028733505981,0.9330370518326176,0.1703002242111595
5,NGAr124,0.634,0.5342044893925761,0.12942138115525612,0.9202994275649492,0.06960495027742067
5,NGAr125,0.414,0.5357873228390552,0.13343765954140865,0.8917154935845139,0.07211449067603963
5,NGAr126,0.33899999999999997,0.5655520626902932,0.2296767292607559,0.9071705198920316,0.13148270993859604
5,NGAr127,0.5579999999999999,0.5544092648469671,0.19535347658035826,0.9355891719745224,0.10906306557148823
5,NGAr128,0.609,0.6409952260719013,0.4371014679683029,0.95717412794803,0.283217550274223
5,NGAr129,0.501,0.5218694700783406,0.08367849937800224,0.8947787963332005,0.04389159070358513
5,NGAr130,0.365,0.5482488822215151,0.17477725663871116,0.9087941976427923,0.0966858289285852
5,NGAr131,0.642,0.5785326426417032,0.2693455055170183,0.936515871032242,0.15729157921249265
5,NGAr132,0.5670000000000001,0.5129588781505823,0.05193141755649682,0.8964535901926445,0.026740237691001697
5,NGAr133,0.611,0.6041694968900447,0.34351993070854275,0.9662112064399958,0.20889438490427767
5,NGAr134,0.41,0.5740118284101167,0.2558233012440461,0.9205901497070949,0.14855228914537796
5,NGAr135,0.574,0.5610728350952789,0.21654854684527772,0.9347283813747228,0.12245935420619285
5,NGAr136,0.415,0.5639005657879614,0.22345544416482915,0.8632592311102666,0.1283379157093895
5,NGAr137,0.64,0.6599295812365498,0.4714069812792511,0.8687390503571268,0.3234649673005837
6,NGAr101,0.604,0.519692804340005,0.07640648197870929,0.959232233502538,0.03978786822036965
6,NGAr102,0.6559999999999999,0.5206855702083084,0.08034334522772611,0.9626325534421816,0.04192108368823439
6,NGAr103,0.426,0.5149156812531024,0.058008585698297886,0.9446197366989446,0.029923072681151432
6,NGAr104,0.622,0.5661879863957273,0.23331619070667955,0.9711029967262654,0.13258552518480315
6,NGAr105,0.598,0.5036486171039413,0.014609516575888182,0.9299156391953276,0.007362593605898296
6,NGAr106,0.509,0.5143903116630381,0.05591698672921201,0.938663967611336,0.0288168140547998
6,NGAr107,0.609,0.5127782123565336,0.04986288276191668,0.952608695652174,0.025601476963344662
6,NGAr108,0.48200000000000004,0.5278645753453393,0.10545768587354984,0.930810234541578,0.05589521328015467
6,NGAr109,0.643,0.5350267450687728,0.1324094871892489,0.9627491300221448,0.07109359030515404
6,NGAr110,0.514,0.5356272687081898,0.13270873386706744,0.9067125457425308,0.07159368288496537
6,NGAr111,0.483,0.5200417111854154,0.07773264882935672,0.9011652999568408,0.04061814277043746
6,NGAr112,0.45399999999999996,0.5326504773222033,0.1227614083235058,0.9167757988475642,0.06578520784291614
6,NGAr113,0.5670000000000001,0.5356073015894572,0.1326062334829481,0.9390446768060836,0.07134023596530029
6,NGAr114,0.6729999999999999,0.6835157822162637,0.536460564811301,0.9223192675997054,0.3782267599920599
6,NGAr115,0.48200000000000004,0.5284582765334803,0.10755875502858353,0.9510470115101928,0.057002742914138475
6,NGAr116,0.662,0.5805780111766111,0.27703451047271804,0.963196455955018,0.1617833082439943
6,NGAr117,0.606,0.5506048549455361,0.1835230503492152,0.9656768657558992,0.10139652883156296
6,NGAr118,0.626,0.5368755174370717,0.13728556238521153,0.9686271363235176,0.07387824043475068
6,NGAr119,0.562,0.5217826969600323,0.0836436770834221,0.9413965087281796,0.04376616427361098
6,NGAr120,0.642,0.5335504522198744,0.12594123884705605,0.9491443332257022,0.06744524877533929
6,NGAr121,0.33899999999999997,0.5441951083916402,0.16178394137577812,0.9298070826917852,0.08860005696087822
6,NGAr122,0.64,0.5368156026121239,0.13833040091559765,0.9492439338881724,0.07460087884957302
6,NGAr123,0.655,0.5533842188257296,0.1925067985976868,0.95026686074721,0.10710184290635992
6,NGAr124,0.634,0.5195334868468352,0.07598415132924334,0.9366629903891602,0.03959822290902067
6,NGAr125,0.414,0.5205260230586499,0.07901291248206599,0.9143312524903706,0.04129053928419335
6,NGAr126,0.33899999999999997,0.5404942149626596,0.14931889489621067,0.93320293398533,0.08115187698797435
6,NGAr127,0.5579999999999999,0.5316545684220424,0.11889785016400005,0.9498192938559912,0.06341825606756694
6,NGAr128,0.609,0.5983675871307177,0.32783642877590496,0.9664484451718496,0.19739879864194307
6,NGAr129,0.501,0.5122619186762288,0.047895127663220426,0.9165603935143012,0.024590043744959555
6,NGAr130,0.365,0.5299562275310301,0.1127115266152118,0.9268474374255066,0.06000424399089471
6,NGAr131,0.642,0.5505956787584054,0.18315685604766785,0.9548872180451128,0.10129292250860547
6,NGAr132,0.5670000000000001,0.5071150709033022,0.028658489547172726,0.9225993377483444,0.014555308867702756
6,NGAr133,0.611,0.5698995592670014,0.2449731635023632,0.9763729246487868,0.14005679215901806
6,NGAr134,0.41,0.5500783979333408,0.18147878634479706,0.9419750383183708,0.100411964475358
6,NGAr135,0.574,0.541261780129469,0.15215103165984462,0.953512721181028,0.0826714113236322
6,NGAr136,0.415,0.5407488270967727,0.14976028696581936,0.8890253890253891,0.08176716507852813
6,NGAr137,0.64,0.6143172633313241,0.366696803701537,0.8940032414910859,0.23065214846036766
7,NGAr101,0.604,0.5080536970689188,0.03194139763027962,0.9670846394984326,0.016238871964258692
7,NGAr102,0.6559999999999999,0.5086876805859012,0.034420433351815716,0.9763071895424836,0.017519040044567266
7,NGAr103,0.426,0.5071496536193979,0.02824476989578841,0.9554330346887204,0.014334261608029116
7,NGAr104,0.622,0.5356523930815502,0.13306949095512008,0.9791322801226126,0.07138559394877085
7,NGAr105,0.598,0.5013038040029022,0.0052363800320741095,0.9454209065679926,0.002625460804336377
7,NGAr106,0.509,0.5060722644257535,0.02400559639670598,0.9546120058565154,0.01215563689695674
7,NGAr107,0.609,0.5048127619329205,0.019088164181349128,0.9593023255813954,0.009639990184737266
7,NGAr108,0.48200000000000004,0.5142928387120347,0.05561975768872321,0.9429113124078364,0.028655019429844494
7,NGAr109,0.643,0.5156547367213328,0.061372106569846686,0.9692747409789212,0.031689297707694554
7,NGAr110,0.514,0.5172288452825399,0.06668052379962586,0.9248154981549817,0.03458715358938752
7,NGAr111,0.483,0.5091926682799236,0.03642049463226741,0.9205706574127628,0.018577742502762343
7,NGAr112,0.45399999999999996,0.5168205629535745,0.06530393855027251,0.9341029964976002,0.03383467478586095
7,NGAr113,0.5670000000000001,0.5156794141443574,0.060797231882285085,0.9487319334605944,0.03140486915390101
7,NGAr114,0.6729999999999999,0.6132420505533852,0.3718890502870582,0.936557154304428,0.2320073877808177
7,NGAr115,0.48200000000000004,0.515864184001695,0.06150057541103662,0.9675867308179286,0.03175962097913723
7,NGAr116,0.662,0.5410033454820409,0.15167181911223188,0.9683395082519368,0.08227967649062155
7,NGAr117,0.606,0.526305737824329,0.09996176080257324,0.9741341516878562,0.0526839908952959
7,NGAr118,0.626,0.5181992601188119,0.07026673038460858,0.9773510585918268,0.036443416317838
7,NGAr119,0.562,0.5109423477866121,0.04292881958823555,0.9574178495041804,0.021956657451172742
7,NGAr120,0.642,0.5160335070619207,0.062281432139883436,0.9645804676753784,0.03217960925579635
7,NGAr121,0.33899999999999997,0.5230822024374628,0.08818060651934248,0.9439844988550292,0.046250507038120635
7,NGAr122,0.64,0.5186029126375558,0.07236882928083255,0.9582159624413146,0.0376044439940673
7,NGAr123,0.655,0.5273726563491965,0.10382645582935282,0.961206896551724,0.05487704843325617
